scenario_name,variable,use_technology_fuel,country,scenario_group,scenario_variant,model,unit,time_resolution,timestamp,value
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 06:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 07:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 08:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 09:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 10:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 11:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 12:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 13:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 14:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 15:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 16:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 17:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 18:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 19:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 20:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 21:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 22:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 23:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 00:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 01:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 02:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 03:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 04:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 05:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 06:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 07:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 08:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 09:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 10:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 11:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 12:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 13:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 14:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 15:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 16:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 17:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 18:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 19:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 20:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 21:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 22:00,
,electricity_supply_typical_day,liquids_cc_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 23:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 00:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 01:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 02:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 03:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 04:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 05:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 06:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 07:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 08:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 09:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 10:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 11:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 12:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 13:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 14:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 15:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 16:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 17:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 18:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 19:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 20:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 21:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 22:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.02.2050 23:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 00:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 01:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 02:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 03:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 04:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 05:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 06:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 07:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 08:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 09:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 10:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 11:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 12:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 13:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 14:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 15:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 16:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 17:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 18:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 19:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 20:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 21:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 22:00,
,electricity_supply_typical_day,hydrogen_chp,CH,cross202506,reference,,GW,typical-day,01.07.2050 23:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 00:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 01:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 02:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 03:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 04:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 05:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 06:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 07:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 08:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 09:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 10:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 11:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 12:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 13:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 14:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 15:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 16:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 17:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 18:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 19:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 20:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 21:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 22:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.02.2050 23:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 00:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 01:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 02:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 03:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 04:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 05:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 06:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 07:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 08:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 09:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 10:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 11:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 12:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 13:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 14:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 15:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 16:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 17:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 18:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 19:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 20:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 21:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 22:00,
,electricity_supply_typical_day,hydrogen_cc,CH,cross202506,reference,,GW,typical-day,01.07.2050 23:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 00:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 01:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 02:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 03:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 04:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 05:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 06:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 07:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 08:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 09:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 10:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 11:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 12:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 13:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 14:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 15:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 16:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 17:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 18:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 19:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 20:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 21:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 22:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 23:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 00:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 01:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 02:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 03:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 04:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 05:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 06:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 07:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 08:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 09:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 10:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 11:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 12:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 13:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 14:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 15:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 16:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 17:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 18:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 19:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 20:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 21:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 22:00,
,electricity_supply_typical_day,wood_chp_woccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 23:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 00:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 01:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 02:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 03:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 04:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 05:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 06:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 07:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 08:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 09:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 10:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 11:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 12:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 13:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 14:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 15:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 16:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 17:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 18:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 19:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 20:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 21:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 22:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 23:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 00:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 01:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 02:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 03:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 04:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 05:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 06:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 07:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 08:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 09:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 10:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 11:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 12:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 13:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 14:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 15:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 16:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 17:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 18:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 19:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 20:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 21:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 22:00,
,electricity_supply_typical_day,wood_chp_ccs,CH,cross202506,reference,,GW,typical-day,01.07.2050 23:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 00:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 01:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 02:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 03:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 04:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 05:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 06:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 07:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 08:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 09:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 10:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 11:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 12:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 13:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 14:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 15:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 16:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 17:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 18:00,
,electricity_supply_typical_day,wood_cc_woccs,CH,cross202506,reference,,GW,typical-day,01.02.2050 19:00,
